,brewery,address,city,type,url,,,
7300,The Post Brewing Co,2027 13th St,"Boulder, CO 80302-5201 ",Type: Brewpub,http://www.postbrewing.com,,,
7302,The Pour Farm,,"Union, ME 04862",Type: Planning,http://www.thepourfarm.com,,,
7303,The Proper Brewing Company,117 W Broad St,"Quakertown, PA 18951-1200 ",Type: Brewpub,http://www.theproperbrewing.com,,,
7304,The Public Option,1601 Rhode Island Ave NE,"Washington, DC 20018-1841 ",Type: Brewpub,http://www.thepublicoptiondc.com,,,
7305,The Railyard Brewing Co,12 W Jefferson St,"Montgomery, AL 36104-2573 ",Type: Brewpub,http://www.railyardbrewingcompany.com,,,
7306,The Rare Barrel,940 Parker St,"Berkeley, CA 94710 ",Type: Micro,http://www.therarebarrel.com,,,
7307,The Ravenous Pig / Cask & Larder,565 W Fairbanks Ave,"Winter Park, FL 32789-5005 ",Type: Brewpub,http://www.caskandlarder.com,,,
7308,The Red Baron,2495 S Center Rd,"Burton, MI 48519-1145 ",Type: Brewpub,http://www.baronburger.com,,,
7309,The Red Yeti,256 Spring St,"Jeffersonville, IN 47130-3340 ",Type: Brewpub,http://www.redyetijeff.com,,,
7310,The Redding Beer Company,7 Main St,"Redding, CT 06896-3203 ",Type: Micro,http://www.reddingbeer.com,,,
7311,The Referend Bier Blendery,1595 Reed Rd Unit 2,"Pennington, NJ 08534-5007 ",Type: Proprietor,http://www.thereferend.com,,,
7313,The Root Cellar,215 N Lbj Dr,"San Marcos, TX 78666-5621 ",Type: Brewpub,http://www.rootcellarcafe.com,,,
7314,The Runway By Patrick,2044 Airport Rd,"Napa, CA 94558-6208 ",Type: Brewpub,http://www.therunwaybypatrick.com,,,
7315,The Sandlot Brewery At Coors Field,2145 Blake St,"Denver, CO 80205-2010 ",Type: Large,http://www.millercoors.com,,,
7316,"The Sanford Beverage Company, Inc. D.B.A. Steele Street Brewing",300 S Steele St,"Ionia, MI 48846-2008 ",Type: Brewpub,http://www.steelestreetbrewing.com,,,
7317,The Seventh Tap Brewing Project,,"Bossier City, LA 71112",Type: Planning,http://www.theseventhtap.com,,,
7318,The Shop Beer Co.,922 W 1st St,"Tempe, AZ 85281-2674 ",Type: Micro,http://www.theshop.beer,,,
7319,The Social Brewing Company,,"Miami, FL 33177-2696",Type: Planning,http://www.socialbrew.co,,,
7320,The SoCo Taphouse,113 E Concho Ave Ste 210,"San Angelo, TX 76903-5948 ",Type: Brewpub,http://www.socotaphouse.com,,,
7321,The Southern Growl,,"Greer, SC 29650-1285",Type: Planning,http://www.thesoutherngrowl.com,,,
7322,The Split Batch Brewery,,"Buford, GA 30519-2236",Type: Planning,http://www.splitbatchbrewery.com,,,
7323,The St. George Brewing Company,204 Challenger Way,"Hampton, VA 23666-1365 ",Type: Micro,http://www.stgbeer.com,,,
7327,The Tank Brewing Company,5100 NW 72nd Ave. Bay A-1,"Miami, FL 33166 ",Type: Micro,http://www.thetankbrewing.com,,,
7329,The Tap Brewing Company,100 Washington St,"Haverhill, MA 01832-5500 ",Type: Brewpub,http://www.tapbrewingcompany.com,,,
7330,The Vanguard Brewpub & Distillery,504 N King St,"Hampton, VA 23669-3057 ",Type: Brewpub,http://www.thevanguard757.com,,,
7331,The VB Brewery,6606 State Route 96,"Victor, NY 14564-1409 ",Type: Micro,http://www.thevbbrewery.com,,,
7332,The Vegetable Hunter,614 N 2nd St,"Harrisburg, PA 17101-1001 ",Type: Brewpub,http://www.TheVegetableHunter.com,,,
7333,The Veil Brewing Company,1301 Roseneath Rd,"Richmond, VA 23230-4623 ",Type: Micro,http://www.theveilbrewing.com,,,
7334,The Viking Braggot Company,520 Commercial St Ste F,"Eugene, OR 97402-5347 ",Type: Micro,http://www.drinkviking.com,,,
7335,The Village Corner,6655 James B Rivers Dr,"Stone Mountain, GA 30083-2232 ",Type: Brewpub,http://www.germanresturant.com,,,
7336,The Virginia Beer Company,401 Second St,"Williamsburg, VA 23185-4815 ",Type: Micro,http://www.virginiabeerco.com,,,
7337,The Wicked Goddess Brewing Company LLC,,",  ",Type: Planning,http://www.thewickedgoddess.com,,,
7338,The Wild Rover Brewery,15912 Northlake Village Dr,"Odessa, FL 33556-2626 ",Type: Micro,http://www.thewildroverbrewery.com,,,
7339,The Woodburn Brewery,2800 Woodburn Ave,"Cincinnati, OH 45206-1793 ",Type: Micro,http://www.woodburnbrewery.com,,,
7340,The Wrecking Bar Brewpub,292 Moreland Ave NE,"Atlanta, GA 30307-1953 ",Type: Brewpub,http://www.wreckingbarbrewpub.com,,,
7341,Theory Brewing,16 Dorfield Ln,"Wells, ME 04090-5728 ",Type: Micro,http://www.theorybrewingco.com,,,
7342,There Does Not Exist,,"San Luis Obispo, CA 93401",Type: Planning,http://www.theredoesnotexist.com,,,
7343,These Guys Brewing Company,78 Franklin St,"Norwich, CT 06360-5806 ",Type: Brewpub,http://www.theseguysbrewig.com,,,
7344,Thew Brewing Company,301 2nd Ave,"Cedar Rapids, IA 52404 ",Type: Micro,http://www.thewbrew.com,,,
7345,Thimble Island Brewery,16 Business Park Dr,"Branford, CT 06405-2924 ",Type: Micro,http://www.thimbleislandbrewery.com,,,
7346,Thin Man Brewery,486 Elmwood Ave,"Buffalo, NY 14222-2014 ",Type: Brewpub,http://www.thinmanbrewery.com,,,
7347,Think Tank Brew Lab,,"Greenville, SC 29607",Type: Planning,http://www.thinktankbrewlab.com,,,
7348,Third Base Brewery,500 Blairs Ferry Rd NE Ste 2,"Cedar Rapids, IA 52402-1466 ",Type: Brewpub,http://www.Thirdbasebrew.com,,,
7349,Third Monk Brewing Co,228 S Lafayette St,"South Lyon, MI 48178-1406 ",Type: Micro,http://www.thirdmonkbrewingco.com,,,
7351,Third Rail Beer,928 Broadway Ste 902,"New York, NY 10010-8139 ",Type: Contract,http://www.thirdrailbeer.com,,,
7352,Third Space Brewing,1505 W Saint Paul Ave,"Milwaukee, WI 53233 ",Type: Micro,http://www.thirdspacebrewing.com,,,
7353,Third State Brewing,352 High St PO Box 87,"Burlington, NJ 08016-4412 ",Type: Micro,http://www.thirdstatebrewing.com,,,
7354,Third Street Aleworks,610 3rd St,"Santa Rosa, CA 95404-4418 ",Type: Brewpub,http://www.thirdstreetaleworks.com,,,
7355,Third Street Brewhouse,219 Red River Ave N,"Cold Spring, MN 56320-1624 ",Type: Regional,http://www.thirdstreetbrewhouse.com,,,
7356,Third Wheel Brewing,4008 N Service Rd,"Saint Peters, MO 63376-6462 ",Type: Brewpub,http://www.thirdwheelbrewing.com,,,
7357,Third Window Brewing,406 E Haley St Ste 3,"Santa Barbara, CA 93101-1740 ",Type: Micro,http://www.thirdwindowbrewing.com,,,
7358,Thirsty Bro Brewing,141 E Main St,"Royse City, TX 75189-3712 ",Type: Micro,http://www.ThirstyBroBrewingCo.com,,,
7359,Thirsty Dog Brewing Company,529 Grant St Ste 103,"Akron, OH 44311-1184 ",Type: Regional,http://www.thirstydog.com,,,
7361,Thirsty Monk Brewery,92 Patton Ave,"Asheville, NC 28801-3315 ",Type: Brewpub,http://www.monkpub.com,,,
7363,Thirsty Nomad Brewing,4402 Stuart Andrew Blvd Ste A,"Charlotte, NC 28217-1520 ",Type: Micro,http://www.thirstynomadbrewing.com,,,
7364,Thirsty Pagan Brewing Co,1623 Broadway St,"Superior, WI 54880-1616 ",Type: Brewpub,http://www.thirstypaganbrewing.com,,,
7365,Thirsty Planet Brewing Co,8201 S Congress Ave,"Austin, TX 78745-7305 ",Type: Micro,http://www.thirstyplanet.net,,,
7366,Thirsty Souls Community Brewing,238 Market St,"Mount Airy, NC 27030-3514 ",Type: Micro,http://www.thirstysoulscommunitybrewing.com,,,
7367,Thirsty Street Brewing,3008 1st Ave N,"Billings, MT 59101-2134 ",Type: Brewpub,http://www.thirstystreet.com,,,
7368,ThirstyBear Organic Brewery,661 Howard St,"San Francisco, CA 94105-3915 ",Type: Brewpub,http://www.thirstybear.com,,,
7369,Thomas Creek Brewery,2054 Piedmont Hwy,"Greenville, SC 29605-4840 ",Type: Micro,http://www.thomascreekbeer.com,,,
7370,Thomas Hooker Brewing Co LLC,16 Tobey Rd,"Bloomfield, CT 06002-3522 ",Type: Micro,http://www.hookerbeer.com,,,
7371,Thompson Brewing Co,9900 Indiana Ave Ste 7,"Riverside, CA 92503-5498 ",Type: Brewpub,http://www.thompsonbrewing.com,,,
7374,Thorn Street Brewery,3174 Thorn St,"San Diego, CA 92104-4636 ",Type: Micro,http://www.thornstreetbrew.com,,,
7375,Thornapple Brewing Co,6262 28th St SE,"Grand Rapids, MI 49546-6902 ",Type: Brewpub,http://thornapplebrewing.com,,,
7376,Thousand Oaks Brewing Co.,3200 Woodall Dr Unit C1,"Cedar Park, TX 78613-7773 ",Type: Micro,http://www.thousandoaksbrewing.com,,,
7377,Thr3e Punks Ale,259 Third Ave,"Chula Vista, CA 91910-2721 ",Type: Brewpub,http://3punkales.com/red/index.html,,,
7379,Three 3's Brewery,50 13th St,"Hammonton, NJ 08037-1559 ",Type: Micro,http://www.three3sbrewing.com,,,
7380,Three Barrel Brewing Co,475 Grand Ave,"del Norte, CO 81132-2204 ",Type: Brewpub,http://www.threebarrelbrew.com,,,
7381,Three Blondes Brewing,,"South Haven, MI 49090-7151",Type: Planning,http://www.threeblondesbrewing.com,,,
7382,Three Bridges Brewing / Off the Wagon Brewery,2107 Tamiami Trl S,"Venice, FL 34293-5011 ",Type: Brewpub,http://www.otwbar.com,,,
7383,Three Bull Brewing Co,809 19th St,"Snohomish, WA 98290-1444 ",Type: Micro,http://www.threebullbrewing.com,,,
7384,Three Creeks Brewing Co,721 Desperado Ct,"Sisters, OR 97759-9514 ",Type: Brewpub,http://www.threecreeksbrewing.com,,,
7387,Three Floyds Brewing Co,9750 Indiana Pkwy,"Munster, IN 46321-4004 ",Type: Regional,http://www.3floyds.com,,,
7388,Three Forks Bakery & Brewing Company,211 Commercial St,"Nevada City, CA 95959-2506 ",Type: Brewpub,http://threeforksnc.com,,,
7389,Three Four Beer Company,829 S Shields St,"Fort Collins, CO 80521-3599 ",Type: Brewpub,http://www.threefourbeerco.com,,,
7390,Three Heads Brewing,186 Atlantic Ave,"Rochester, NY 14607-1213 ",Type: Micro,http://www.threeheadsbrewing.com,,,
7391,Three Huskies Brewing & Dobber's Grill,401 Lakeshore Dr,"Canandaigua, NY 14424-2338 ",Type: Brewpub,http://www.threehuskiesbrewing.com,,,
7392,Three Magnets Brewing,600 Franklin St SE Unit 105,"Olympia, WA 98501-1360 ",Type: Brewpub,http://www.threemagnetsbrewing.com,,,
7393,Three Mile Brewing Co,231 G St,"Davis, CA 95616-4549 ",Type: Micro,http://www.threemilebrewing.com/,,,
7394,Three Monkeys Brewing Co,455 S Pine St Ste 3,"Madera, CA 93637-5242 ",Type: Contract,http://www.3monkeysbrewing.com,,,
7395,Three Mugs Brewing Company,2020 NE Aloclek Dr Ste 108,"Hillsboro, OR 97124-8053 ",Type: Micro,http://threemugsbrewing.com,,,
7398,Three Notch'd Brewing Company,520 2nd St SE,"Charlottesville, VA 22902-5794 ",Type: Micro,http://threenotchdbrewing.com/,,,
7400,Three Pints Brewpub,610 W Mitchell Ave,"Martinsville, IN 46151-2734 ",Type: Brewpub,http://www.threepints.com,,,
7403,Three Rivers Brewing Co,41763 Sierra Dr Ste B,"Three Rivers, CA 93271-9671 ",Type: Micro,http://www.threeriversbrewingco.com,,,
7404,Three Rivers Eatery and Brewery,101 E Main St,"Farmington, NM 87401-2701 ",Type: Brewpub,http://www.threeriversbrewery.com,,,
7405,Three Spirits Brewery,5046 Old Pineville Rd Ste 200,"Charlotte, NC 28217-3033 ",Type: Micro,http://www.threespiritsbrewery.com,,,
7406,Three Stacks and A Rock Brewing Co,3118 Main St Ste D,"Morro Bay, CA 93442-1346 ",Type: Brewpub,http://threestacksandarockbrewing.com,,,
7407,Three Taverns Craft Brewery,121 New St,"Decatur, GA 30030-4131 ",Type: Micro,http://www.threetavernsbrewery.com,,,
7408,Three Tigers Brewing Company,140 N Prospect St,"Granville, OH 43023-1337 ",Type: Brewpub,http://www.threetigersbrewing.com,,,
7409,Three Twenty Brewing Co.,135 5th St SE,"Pine City, MN 55063-1510 ",Type: Micro,http://www.threetwentybrewing.com,,,
7410,Three Weavers Brewing Company,1031 W Manchester Blvd Unit A-B,"Inglewood, CA 90301-1509 ",Type: Micro,http://www.threeweavers.la,,,
7411,"Threefoot Brewing Company, LLC",,"Meridian, MS 39305",Type: Contract,http://www.threefootbrewing.com,,,
7412,Threes Brewing,333 Douglass St,"Brooklyn, NY 11217-3115 ",Type: Micro,http://www.threesbrewing.com,,,
7413,Threshers Brewing Company,22 Main St N Bldg 3B,"Searsmont, ME 04973-3409 ",Type: Micro,http://www.threshersbrewingco.com,,,
7414,Throwback Brewery,7 Hobbs Rd,"North Hampton, NH 03862-2120 ",Type: Brewpub,http://www.throwbackbrewery.com,,,
7415,Thumb Knuckle Brewing Company,E0208 State Rd 54,"Luxemburg, WI 54217 ",Type: Micro,http://www.thumbknuckle.beer,,,
7416,Thunder Canyon Brewery,220 E Broadway Blvd Ste 2,"Tucson, AZ 85701-2043 ",Type: Brewpub,http://www.thundercanyonbrewery.com,,,
7417,Thunder Island Brewing,515 NW Portage Rd,"Cascade Locks, OR 97014-6699 ",Type: Micro,http://www.thunderislandbrewing.com,,,
7418,Thunderhawk Alements,8675 Miralani Dr Ste 100,"San Diego, CA 92126-4355 ",Type: Micro,http://thunderhawkbeer.com,,,
7419,Thunderhead Brewing Co,18 E 21st St,"Kearney, NE 68847-5402 ",Type: Micro,http://www.thunderheadbrewing.com,,,
7421,Tidal Creek Brewhouse,,",  ",Type: Planning,http://www.tidalcreekbrewhouse.com,,,
7422,Tied House Cafe and Brewery-Mtn View,954 Villa St,"Mountain View, CA 94041-1236 ",Type: Brewpub,http://www.tiedhouse.com,,,
7423,Tight Lines Pub,709 Arendell St,"Morehead City, NC 28557-4214 ",Type: Brewpub,http://www.tightlinesbrewing.com,,,
7425,Tilt Wurks Brewhouse & Casino,420 Pacific Ave,"Miles City, MT 59301-4000 ",Type: Brewpub,http://www.tiltwurks.com,,,
7426,Tilted Axis Brewing Company,303 W Nepessing St,"Lapeer, MI 48446-2105 ",Type: Brewpub,http://www.tiltedaxis.beer,,,
7427,Tilted Barn Brewery,1 Helmsley Pl,"Exeter, RI 02822-3740 ",Type: Micro,http://www.tiltedbarnbrewery.com,,,
7428,Tilted Mash Brewery,9175 Union Park Way,"Elk Grove, CA 95624-2792 ",Type: Micro,http://www.tiltedmash.com,,,
7429,Timber Creek Tap & Table,11191 Highline Dr,"Meadville, PA 16335-6589 ",Type: Brewpub,http://www.timbercreektapandtable.com,,,
7431,Timeless Pints Brewing Co,3671 Industry Ave Ste C1,"Lakewood, CA 90712-4155 ",Type: Micro,http://www.timelesspints.com,,,
7434,Tim's Pumpkin Patch,2901 Rose Hill Rd,"Marietta, NY 13110-3236 ",Type: Micro,http://www.timspumpkinpatch.com,,,
7435,Tin Bridge Brewing,487 E Main St,"Westfield, MA 01085 ",Type: Micro,http://www.tinbridgebrewing.com,,,
7436,Tin Cannon Brewing Company,7679 Limestone Dr Ste 130,"Gainesville, VA 20155-4041 ",Type: Micro,http://www.tincannonbrewing.com,,,
7437,Tin Dog Brewing,309 S Cloverdale St Ste A2,"Seattle, WA 98108-4500 ",Type: Micro,http://www.tindogbrewing.com,,,
7438,Tin Lizard Brewing Co,1000 W Lancaster Ave,"Bryn Mawr, PA 19010-2611 ",Type: Brewpub,http://www.tinlizardbrewingco.com,,,
7439,Tin Man Brewing Company,1430 W Franklin St,"Evansville, IN 47710-1030 ",Type: Micro,http://www.tinmanbrewing.com,,,
7441,Tin Mill Brewing Co,114 Gutenberg St,"Hermann, MO 65041-1138 ",Type: Brewpub,http://www.tinmillbrewing.com,,,
7442,Tin Roof Brewing Co,1624 Wyoming St,"Baton Rouge, LA 70802-8514 ",Type: Micro,http://www.tinroofbeer.com,,,
7444,Tiny Tim's Pizza /West Mountain Brewery,21 W Mountain St,"Fayetteville, AR 72701-6086 ",Type: Brewpub,http://www.facebook.com/pg/tinytimspizza,,,
7445,Tioga-Sequoia Brewing Co,746 Broadway St,"Fresno, CA 93721-2808 ",Type: Micro,http://www.tiogasequoia.com,,,
7446,Tired Hands Brewing Co,16 Ardmore Ave,"Ardmore, PA 19003-1302 ",Type: Brewpub,http://www.tiredhands.com,,,
7448,Titanic Brewing Co,5813 Ponce de Leon Blvd,"Miami, FL 33146-2422 ",Type: Brewpub,http://www.titanicbrewery.com,,,
7449,Titletown Brewing Co,200 Dousman St,"Green Bay, WI 54303-2712 ",Type: Brewpub,http://www.titletownbrewing.com,,,
7451,TKO Libations,2520 King Arthur Blvd Ste 109,"Lewisville, TX 75056-6082 ",Type: Brewpub,http://www.tkolibations.com,,,
7452,To Share Brewing Company,,"Manchester, NH 03104-2730",Type: Planning,http://www.tosharebrewing.com,,,
7453,Toast Ale,601 W 26th St Ste 325-291,"New York, NY 10001-1101 ",Type: Contract,http://www.toastale.com/us,,,
7454,Toasted Barrel Brewery,,"salt lake city, UT 84103",Type: Planning,http://www.toastedbarrelbrewery.com,,,
7455,Tobacco Road Brewery,505 W Jones St,"Raleigh, NC 27603-1428 ",Type: Brewpub,http://www.tobaccoroadsportscafe.com,,,
7459,Tombstone Brewing Company,107 E Toughnut,"Tombstone, AZ 85638 ",Type: Micro,http://www.tombstone.beer,,,
7460,Tomfoolery Brewing,334 N Washington St Unit 24B,"Hammonton, NJ 08037-1558 ",Type: Micro,http://www.tomfoolerybrewing.beer,,,
7461,Tommyknocker Brewery & Pub,1401 Miner St,"Idaho Springs, CO 80452 ",Type: Micro,http://www.tommyknocker.com,,,
7462,Tommy's Pizza Inc.,,"Gettysburg, PA 17325-2302",Type: Planning,http://www.tommyspizzainc.com,,,
7463,Tomoka Brewing Company,4647 Clyde Morris Blvd Unit 504,"Port Orange, FL 32129-3001 ",Type: Brewpub,http://www.tomokabrewingco.com,,,
7465,Tonewood Brewing,215 W Clinton Ave,"Oaklyn, NJ 08107-1500 ",Type: Micro,http://www.tonewoodbrewing.com,,,
7466,Tonopah Brewing Co,315 S Main St,"Tonopah, NV 89049 ",Type: Brewpub,http://www.tonopahbrewing.com,,,
7467,Toolbox Brewing Company,1495 Poinsettia Ave Ste 148,"Vista, CA 92081-8539 ",Type: Micro,http://Toolboxbrewing.Com,,,
7468,Tootsie's Brewery / Lone Oak Vineyard,8400 Ann Arbor Rd,"Grass Lake, MI 49240-9586 ",Type: Brewpub,http://www.tootsiesbrewery.com,,,
7470,Top Of The Hill Restaurant and Brewery,100 E Franklin St Ste 300,"Chapel Hill, NC 27514-3629 ",Type: Brewpub,http://www.thetopofthehill.com,,,
7471,Top Rung Brewing Company,8343 Hogum Bay Ln NE Ste E,"Lacey, WA 98516-3135 ",Type: Micro,http://www.toprungbrewing.com,,,
7472,Topa Topa Brewing Co,104 E Thompson Blvd,"Ventura, CA 93001-2723 ",Type: Micro,http://www.topatopabrewingco.com,,,
7473,Toppling Goliath Brewing Co,PO Box 477,"Decorah, IA 52101-0477 ",Type: Micro,http://www.tgbrews.com,,,
7475,Topsy's,260 Kearny St,"San Francisco, CA 94108-4538 ",Type: Brewpub,http://www.topsyssf.com,,,
7476,Torched Hop Brewing Company,249 Ponce de Leon Ave NE,"Atlanta, GA 30308-1937 ",Type: Brewpub,http://www.Torchedhopbrewing.com,,,
7477,Torn Label Brewing Company,1708 Campbell St,"Kansas City, MO 64108-1524 ",Type: Micro,http://www.tornlabel.com,,,
7478,Toro Creek Brewing Co,7220 Toro Creek Rd,"Atascadero, CA 93422-1025 ",Type: Micro,http://www.torocreekbrewingcompany.com,,,
7479,Torrent Brewing Co,504 Burnett Ave,"Ames, IA 50010-6178 ",Type: Micro,http://www.torrentbrewingco.com,,,
7482,Towerhill Brewery,237 W Butler Ave,"Chalfont, PA 18914-3020 ",Type: Brewpub,http://www.towerhillbrewery.com,,,
7484,"Town In City Brewing Co, LLC",1125 W Cavalcade St,"Houston, TX 77009-2907 ",Type: Micro,http://townincitybrewing.com,,,
7485,Towne Park Brew Co,19191 Lawrence Cyn,"Silverado, CA 92676-9731 ",Type: Micro,http://www.towneparkbrew.com,,,
7486,Township 7 Brewing Co. LLC,303 State Route 11b,"Dickinson Center, NY 12930-2008 ",Type: Micro,http://www.township7brewing.com,,,
7487,Tox Brewing Company,,"East Lyme, CT 06333-1155",Type: Planning,http://www.toxbrewing.com,,,
7488,Toxic Brew Company,431 E 5th St,"Dayton, OH 45402-2911 ",Type: Brewpub,http://www.toxicbrewcompany.com,,,
7489,Toy Soldier,52 Belden Pl,"San Francisco, CA 94104 ",Type: Brewpub,http://www.toysoldiersf.com,,,
7491,Track 7 Brewing Co - Curtis Park,3747 W Pacific Ave Ste F,"Sacramento, CA 95820-1000 ",Type: Micro,http://www.track7brewing.com,,,
7493,Tractor Brewing Co,1800 4th St NW,"Albuquerque, NM 87102-1426 ",Type: Micro,http://www.getplowed.com,,,
7495,Trade Brewing,731 1st St,"Napa, CA 94559-2624 ",Type: Micro,http://www.tradebrewing.com,,,
7496,Trademark Brewing,,",  ",Type: Planning,http://www.trademarkbrewing.com,,,
7498,Tradesman Brewing Company,1639 Tatum St,"Charleston, SC 29412-2646 ",Type: Micro,http://www.tradesmanbrewing.com,,,
7499,Tradition Brewing Company,700 Thimble Shoals Blvd Ste 103,"Newport News, VA 23606-4532 ",Type: Micro,http://www.traditionbrewing.com,,,
7500,Traffic Jam and Snug,4268 2nd Ave,"Detroit, MI 48201-1706 ",Type: Brewpub,http://www.trafficjamdetroit.com,,,
7501,Trail Crest Brewing Company,,"Flagstaff, AZ 86001-8458",Type: Planning,http://www.trailcrestbrewing.com,,,
7502,Trail Dog Brewing Co.,,"Novato, CA 94945-3318",Type: Planning,http://traildogbrewing.com,,,
7503,Trail Point Brewing Co.,6035 Lake Michigan Dr,"Allendale, MI 49401-9101 ",Type: Micro,http://www.trailpointbrewing.com,,,
7504,Trailhead Brewing Co,921 S Riverside Dr,"Saint Charles, MO 63301-3489 ",Type: Brewpub,http://www.trailheadbrewing.com,,,
7507,Transmission Brewing Company,,"Oxnard, CA 93030-8231",Type: Planning,http://jonkercarey@gmail.com,,,
7508,Transmitter Brewing,5302 11th St,"Long Island City, NY 11101-5917 ",Type: Micro,http://www.transmitterbrew.com,,,
7509,Transplants Brewing Company,40242 La Quinta Ln Ste 101,"Palmdale, CA 93551-3630 ",Type: Micro,http://www.transplantsbrewing.com,,,
7510,Transport Brewery,,"Shawnee, KS 66203-2749",Type: Planning,http://www.transportbrewery.com,,,
7511,Trap Door Brewing,2315 Main St,"Vancouver, WA 98660-2641 ",Type: Micro,http://www.trapdoorbrewing.com,,,
7512,Trap Rock Brewing Co.,,"Saint Croix Falls, WI 54024-9195",Type: Planning,http://traprockbrewing.com,,,
7513,Trap Rock Restaurant And Brewery,279 Springfield Ave,"Berkeley Heights, NJ 07922-1214 ",Type: Brewpub,http://www.traprockrestaurant.net,,,
7514,Trapezium Brewing Company,423 3rd St,"Petersburg, VA 23803- ",Type: Brewpub,http://www.trapeziumbrewing.com,,,
7515,"Tree Farm Brewing Company, LLC",3020 Papa Bear Dr,"College Station, TX 77845-1402 ",Type: Contract,http://www.treefarmbrewing.com,,,
7516,Tree House Brewery,129 Sturbridge Rd,"Charlton, MA 01507-5330 ",Type: Micro,http://www.treehousebrew.com,,,
7517,Trek Brewing,,"Newark, OH 43055-1538",Type: Planning,http://www.trekbeer.com,,,
7518,Tri City Brewing Co,4170 Shrestha Dr,"Bay City, MI 48706-2184 ",Type: Micro,http://www.tricitybrewing.com,,,
7519,Tribes Beer Company,11220 Lincoln Hwy,"Mokena, IL 60448-8208 ",Type: Brewpub,http://www.tribesalehouse.com,,,
7520,Tributary Brewing Company,10 Shapleigh Rd,"Kittery, ME 03904-1480 ",Type: Micro,http://www.tributarybrewingcompany.com,,,
7521,Tribute Brewing Co,1106 N Bluebird Rd,"Eagle River, WI 54521-7557 ",Type: Micro,http://www.tributebrewing.com,,,
7522,Triceratops Brewing,8036 River Dr SE Ste 203,"Tumwater, WA 98501 ",Type: Proprietor,http://www.triceratopsbrewing.com,,,
7523,Trickster's Brewing Company,3850 N Schreiber Way,"Coeur D Alene, ID 83815-8362 ",Type: Micro,http://www.trickstersbrewing.com,,,
7525,Trillium Brewing,110 Shawmut Rd,"Canton, MA 02021-1412 ",Type: Micro,http://www.trilliumbrewing.com,,,
7527,Trim Tab Brewing,2721 5th Ave S,"Birmingham, AL 35233-3401 ",Type: Micro,http://www.trimtabbrewing.com,,,
7528,Trinity Brewhouse,186 Fountain St,"Providence, RI 02903-1813 ",Type: Brewpub,http://www.trinitybrewhouse.com,,,
7529,Trinity Brewing,1466 Garden of The Gods Rd Ste 184,"Colorado Springs, CO 80907-9464 ",Type: Brewpub,http://www.trinitybrew.com,,,
7530,Tripelroot,146 E Main Ave,"Zeeland, MI 49464-1736 ",Type: Brewpub,http://www.tripelroot.com,,,
7532,TripEnd Brewing,3072 Prutsman Rd,"Troupsburg, NY 14885-9613 ",Type: Micro,http://www.tripendbrewing.com,,,
7533,Triphammer Bierwerks,111 Parce Ave Ste 3A-1,"Fairport, NY 14450-1467 ",Type: Micro,http://www.triphammerbierwerks.com,,,
7534,Triple 7 Restaurant & Brewery at Main St Station,200 N Main St Main Street Station Casino,"Las Vegas, NV 89101-2910 ",Type: Brewpub,http://www.mainstreetcasino.com,,,
7535,Triple Bottom Brewing Company,,"Philadelphia, PA ",Type: Planning,http://www.triplebottombrewing.com,,,
7536,Triple C Brewing,2900 Griffith St,"Charlotte, NC 28203-5430 ",Type: Micro,http://www.triplecbrewing.com,,,
7537,Triple Crossing Brewing Company,113 S. Foushee St.,"Richmond, VA 23220-5616 ",Type: Micro,http://www.triplecrossingbeer.com,,,
7540,Triple J Chophouse and Brew Co,1807 Buddy Holly Ave,"Lubbock, TX 79401-5136 ",Type: Brewpub,http://www.triplejchophouseandbrewco.com,,,
7541,Triple R Brewing,3835 Corliss Ave N,"Seattle, WA 98103-8448 ",Type: Micro,http://triplerbrewery.com,,,
7542,Triple Rock Brewery and Alehouse,1920 Shattuck Ave,"Berkeley, CA 94704-1022 ",Type: Brewpub,http://www.triplerock.com,,,
7543,Triple Voodoo Brewing Co,2245 3rd St,"San Francisco, CA 94107-3125 ",Type: Micro,http://www.triplevoodoo.com,,,
7544,Triplehorn Brewing Co,19510 144th Ave NE Ste E6,"Woodinville, WA 98072-8429 ",Type: Micro,http://www.triplehornbrewing.com,,,
7545,Triptych Brewing,1703 Woodfield Dr,"Savoy, IL 61874-9504 ",Type: Micro,http://www.triptychbrewing.com,,,
7546,Triton Brewing Company,5764 Wheeler Rd,"Indianapolis, IN 46216-1038 ",Type: Micro,http://www.tritonbrewing.com,,,
7547,Triumph Brewing Co of New Hope,400 Union Square Dr,"New Hope, PA 18938-1367 ",Type: Brewpub,http://www.triumphbrew.com,,,
7550,Troegs Brewing Co,200 E Hershey Park Dr,"Hershey, PA 17033-2719 ",Type: Regional,http://www.troegs.com,,,
7551,Trollingwood Taproom & Brewery,707 Dickinson Ave,"Greenville, NC 27834-3147 ",Type: Micro,http://www.trollingwoodbrewery.com,,,
7552,Troon Brewing,130 Hopewell Rocky Hill Rd # 5,"Hopewell, NJ 08525-3111 ",Type: Micro,http://www.troonbrewing.com,,,
7553,Trophy Brewing Company,656 Maywood Ave,"Raleigh, NC 27603-2340 ",Type: Brewpub,http://www.trophybrewing.com,,,
7554,troubled waters brewing co.,670 Main Street,"Safety Harbor , FL 34695 ",Type: Contract,http://www.troubledwatersbeer.com,,,
7555,Trubble Brewing,2725 Broadway,"Fort Wayne, IN 46807-1111 ",Type: Brewpub,http://www.trubblebrewing.com,,,
